codigo,TipoVia,NombreVia,barrio,via,ViaCatastro
CL,CALLE,VIDALES 1,LOBOSILLO,"CALLE VIDALES 1, LOBOSILLO",VIDALES 1(CALLE) en LOBOSILLO
CL,CALLE,VIDALES 2,LOBOSILLO,"CALLE VIDALES 2, LOBOSILLO",VIDALES 2(CALLE) en LOBOSILLO
CL,CALLE,VIDRIEROS,MURCIA,"CALLE VIDRIEROS, MURCIA",VIDRIEROS(CALLE) en MURCIA
CL,CALLE,VIENTO,SAN BENITO,"CALLE VIENTO, SAN BENITO",VIENTO(CALLE) en SAN BENITO
CL,CALLE,VIENTOS,MURCIA,"CALLE VIENTOS, MURCIA",VIENTOS(CALLE) en MURCIA
CL,CALLE,VILLA CISNEROS,MURCIA,"CALLE VILLA CISNEROS, MURCIA",VILLA CISNEROS(CALLE) en MURCIA
CL,CALLE,VILLA DE LETUR,MURCIA,"CALLE VILLA DE LETUR, MURCIA",VILLA DE LETUR(CALLE) en MURCIA
CL,CALLE,VILLA DE MADRID,RAAL EL,"CALLE VILLA DE MADRID, RAAL EL",VILLA DE MADRID(CALLE) en RAAL EL
CL,CALLE,VILLA DE RICOTE,MURCIA,"CALLE VILLA DE RICOTE, MURCIA",VILLA DE RICOTE(CALLE) en MURCIA
CL,CALLE,VILLA DE SAAVEDRA,ALBERCA LA,"CALLE VILLA DE SAAVEDRA, ALBERCA LA",VILLA DE SAAVEDRA(CALLE) en ALBERCA LA
CL,CALLE,VILLALEAL,MURCIA,"CALLE VILLALEAL, MURCIA",VILLALEAL(CALLE) en MURCIA
CL,CALLE,VILLANUEVA DEL RIO SEGURA,JERON.-AVILESES,"CALLE VILLANUEVA DEL RIO SEGURA, JERON.-AVILESES",VILLANUEVA DEL RIO SEGURA(CALLE) en JERON.-AVILESES
CL,CALLE,VILLANUEVA DE SANGONERA,SANGONERA SECA,"CALLE VILLANUEVA DE SANGONERA, SANGONERA SECA",VILLANUEVA DE SANGONERA(CALLE) en SANGONERA SECA
CL,CALLE,VILLANUEVA,MURCIA,"CALLE VILLANUEVA, MURCIA",VILLANUEVA(CALLE) en MURCIA
CL,CALLE,VILLA TADEA,JERON.-AVILESES,"CALLE VILLA TADEA, JERON.-AVILESES",VILLA TADEA(CALLE) en JERON.-AVILESES
CL,CALLE,VILLENA,PUENTE TOCINOS,"CALLE VILLENA, PUENTE TOCINOS",VILLENA(CALLE) en PUENTE TOCINOS
CL,CALLE,VINADER,MURCIA,"CALLE VINADER, MURCIA",VINADER(CALLE) en MURCIA
CL,CALLE,VINOS NUEVOS,GEA Y TRUYOLS,"CALLE VINOS NUEVOS, GEA Y TRUYOLS",VINOS NUEVOS(CALLE) en GEA Y TRUYOLS
CL,CALLE,VIOLETAS,COBATILLAS,"CALLE VIOLETAS, COBATILLAS",VIOLETAS(CALLE) en COBATILLAS
CL,CALLE,VIOLETAS,ESPARRAGAL,"CALLE VIOLETAS, ESPARRAGAL",VIOLETAS(CALLE) en ESPARRAGAL
CL,CALLE,VIOLETAS,TORREAGUERA,"CALLE VIOLETAS, TORREAGUERA",VIOLETAS(CALLE) en TORREAGUERA
CL,CALLE,VIOLONCHELISTA MIGUEL ANG,MURCIA,"CALLE VIOLONCHELISTA MIGUEL ANG, MURCIA",VIOLONCHELISTA MIGUEL ANG(CALLE) en MURCIA
CL,CALLE,VIRGEN ANTIGUA,JAVALI NUEVO,"CALLE VIRGEN ANTIGUA, JAVALI NUEVO",VIRGEN ANTIGUA(CALLE) en JAVALI NUEVO
CL,CALLE,VIRGEN ANTIGUA,MONTEAGUDO,"CALLE VIRGEN ANTIGUA, MONTEAGUDO",VIRGEN ANTIGUA(CALLE) en MONTEAGUDO
CL,CALLE,VIRGEN,CABEZO TORRES,"CALLE VIRGEN, CABEZO TORRES",VIRGEN(CALLE) en CABEZO TORRES
CL,CALLE,VIRGEN CARIDAD,EL BOJAR,"CALLE VIRGEN CARIDAD, EL BOJAR",VIRGEN CARIDAD(CALLE) en EL BOJAR
CL,CALLE,VIRGEN CARMEN,GARRES LOS,"CALLE VIRGEN CARMEN, GARRES LOS",VIRGEN CARMEN(CALLE) en GARRES LOS
CL,CALLE,VIRGEN CARMEN,JAVALI NUEVO,"CALLE VIRGEN CARMEN, JAVALI NUEVO",VIRGEN CARMEN(CALLE) en JAVALI NUEVO
CL,CALLE,VIRGEN DE BELEN,SANGONERA SECA,"CALLE VIRGEN DE BELEN, SANGONERA SECA",VIRGEN DE BELEN(CALLE) en SANGONERA SECA
CL,CALLE,VIRGEN DE LA AURORA,SANGONERA SECA,"CALLE VIRGEN DE LA AURORA, SANGONERA SECA",VIRGEN DE LA AURORA(CALLE) en SANGONERA SECA
CL,CALLE,VIRGEN DE LA FUENSANTA,LOBOSILLO,"CALLE VIRGEN DE LA FUENSANTA, LOBOSILLO",VIRGEN DE LA FUENSANTA(CALLE) en LOBOSILLO
CL,CALLE,VIRGEN DE LA FUENSANTA,NONDUERMAS,"CALLE VIRGEN DE LA FUENSANTA, NONDUERMAS",VIRGEN DE LA FUENSANTA(CALLE) en NONDUERMAS
CL,CALLE,VIRGEN DE LA FUENSANTA,SAN BENITO,"CALLE VIRGEN DE LA FUENSANTA, SAN BENITO",VIRGEN DE LA FUENSANTA(CALLE) en SAN BENITO
CL,CALLE,VIRGEN DE LA SALUD,CABEZO TORRES,"CALLE VIRGEN DE LA SALUD, CABEZO TORRES",VIRGEN DE LA SALUD(CALLE) en CABEZO TORRES
CL,CALLE,VIRGEN DE LA SIERRA,SANGONERA VERDE,"CALLE VIRGEN DE LA SIERRA, SANGONERA VERDE",VIRGEN DE LA SIERRA(CALLE) en SANGONERA VERDE
CL,CALLE,VIRGEN DE LAS LAGRIMAS,LLANO BRUJAS,"CALLE VIRGEN DE LAS LAGRIMAS, LLANO BRUJAS",VIRGEN DE LAS LAGRIMAS(CALLE) en LLANO BRUJAS
CL,CALLE,VIRGEN DE LAS LAGRIMAS,MONTEAGUDO,"CALLE VIRGEN DE LAS LAGRIMAS, MONTEAGUDO",VIRGEN DE LAS LAGRIMAS(CALLE) en MONTEAGUDO
CL,CALLE,VIRGEN DE LA SOLEDAD,DOLORES LOS,"CALLE VIRGEN DE LA SOLEDAD, DOLORES LOS",VIRGEN DE LA SOLEDAD(CALLE) en DOLORES LOS
CL,CALLE,VIRGEN DE LA SOLEDAD,PUENTE TOCINOS,"CALLE VIRGEN DE LA SOLEDAD, PUENTE TOCINOS",VIRGEN DE LA SOLEDAD(CALLE) en PUENTE TOCINOS
CL,CALLE,VIRGEN DE LA SOLEDAD(VIST,MURCIA,"CALLE VIRGEN DE LA SOLEDAD(VIST, MURCIA",VIRGEN DE LA SOLEDAD(VIST(CALLE) en MURCIA
CL,CALLE,VIRGEN DE LA VEGA,EL PALMAR,"CALLE VIRGEN DE LA VEGA, EL PALMAR",VIRGEN DE LA VEGA(CALLE) en EL PALMAR
CL,CALLE,VIRGEN DEL CARMEN,JAVALI NUEVO,"CALLE VIRGEN DEL CARMEN, JAVALI NUEVO",VIRGEN DEL CARMEN(CALLE) en JAVALI NUEVO
CL,CALLE,VIRGEN DEL CARMEN,MURCIA,"CALLE VIRGEN DEL CARMEN, MURCIA",VIRGEN DEL CARMEN(CALLE) en MURCIA
CL,CALLE,VIRGEN DEL CARMEN,SANGONERA SECA,"CALLE VIRGEN DEL CARMEN, SANGONERA SECA",VIRGEN DEL CARMEN(CALLE) en SANGONERA SECA
CL,CALLE,VIRGEN DE LOS DOLORES,ALJUCER,"CALLE VIRGEN DE LOS DOLORES, ALJUCER",VIRGEN DE LOS DOLORES(CALLE) en ALJUCER
CL,CALLE,VIRGEN DEL ROSARIO,SANGONERA SECA,"CALLE VIRGEN DEL ROSARIO, SANGONERA SECA",VIRGEN DEL ROSARIO(CALLE) en SANGONERA SECA
CL,CALLE,VIRGEN DOLORES,RAAL EL,"CALLE VIRGEN DOLORES, RAAL EL",VIRGEN DOLORES(CALLE) en RAAL EL
CL,CALLE,VIRGEN ESPERANZA,MURCIA,"CALLE VIRGEN ESPERANZA, MURCIA",VIRGEN ESPERANZA(CALLE) en MURCIA
CL,CALLE,VIRGEN FUENSANTA,EL PALMAR,"CALLE VIRGEN FUENSANTA, EL PALMAR",VIRGEN FUENSANTA(CALLE) en EL PALMAR
CL,CALLE,VIRGEN MARAVILLAS,MURCIA,"CALLE VIRGEN MARAVILLAS, MURCIA",VIRGEN MARAVILLAS(CALLE) en MURCIA
CL,CALLE,VIRGEN MORENA,JAVALI NUEVO,"CALLE VIRGEN MORENA, JAVALI NUEVO",VIRGEN MORENA(CALLE) en JAVALI NUEVO
CL,CALLE,VIRGEN PAZ,PUNTAL EL,"CALLE VIRGEN PAZ, PUNTAL EL",VIRGEN PAZ(CALLE) en PUNTAL EL
CL,CALLE,VIRGEN ROCIO,PUENTE TOCINOS,"CALLE VIRGEN ROCIO, PUENTE TOCINOS",VIRGEN ROCIO(CALLE) en PUENTE TOCINOS
CL,CALLE,VIRGEN SOLEDAD,EL PALMAR,"CALLE VIRGEN SOLEDAD, EL PALMAR",VIRGEN SOLEDAD(CALLE) en EL PALMAR
CL,CALLE,VIRGILIO,GARRES LOS,"CALLE VIRGILIO, GARRES LOS",VIRGILIO(CALLE) en GARRES LOS
CL,CALLE,VIRIATO,CABEZO TORRES,"CALLE VIRIATO, CABEZO TORRES",VIRIATO(CALLE) en CABEZO TORRES
CL,CALLE,VISTABELLA,SUCINA,"CALLE VISTABELLA, SUCINA",VISTABELLA(CALLE) en SUCINA
CL,CALLE,VISTA BUENA,SUCINA,"CALLE VISTA BUENA, SUCINA",VISTA BUENA(CALLE) en SUCINA
CL,CALLE,VISTA IDEAL,ESPARRAGAL,"CALLE VISTA IDEAL, ESPARRAGAL",VISTA IDEAL(CALLE) en ESPARRAGAL
CL,CALLE,VISTALEGRE,MURCIA,"CALLE VISTALEGRE, MURCIA",VISTALEGRE(CALLE) en MURCIA
CL,CALLE,VISTA LEVANTE,SUCINA,"CALLE VISTA LEVANTE, SUCINA",VISTA LEVANTE(CALLE) en SUCINA
CL,CALLE,V PP TM 218,CABEZO TORRES,"CALLE V PP TM 218, CABEZO TORRES",V PP TM 218(CALLE) en CABEZO TORRES
CL,CALLE,WHISKY,GEA Y TRUYOLS,"CALLE WHISKY, GEA Y TRUYOLS",WHISKY(CALLE) en GEA Y TRUYOLS
CL,CALLE,YECLA,MURCIA,"CALLE YECLA, MURCIA",YECLA(CALLE) en MURCIA
CL,CALLE,YESARES,ALGEZARES,"CALLE YESARES, ALGEZARES",YESARES(CALLE) en ALGEZARES
CL,CALLE,YESTE,ESPARRAGAL,"CALLE YESTE, ESPARRAGAL",YESTE(CALLE) en ESPARRAGAL
CL,CALLE,YONAY MARTINEZ,GARRES LOS,"CALLE YONAY MARTINEZ, GARRES LOS",YONAY MARTINEZ(CALLE) en GARRES LOS
CL,CALLE,ZAFIRO,MURCIA,"CALLE ZAFIRO, MURCIA",ZAFIRO(CALLE) en MURCIA
CL,CALLE,ZAGALES,PUENTE TOCINOS,"CALLE ZAGALES, PUENTE TOCINOS",ZAGALES(CALLE) en PUENTE TOCINOS
CL,CALLE,ZAMORA,MURCIA,"CALLE ZAMORA, MURCIA",ZAMORA(CALLE) en MURCIA
CL,CALLE,ZANJA,CABEZO TORRES,"CALLE ZANJA, CABEZO TORRES",ZANJA(CALLE) en CABEZO TORRES
CL,CALLE,ZARAICHICO,MURCIA,"CALLE ZARAICHICO, MURCIA",ZARAICHICO(CALLE) en MURCIA
CL,CALLE,ZARANDONA,MURCIA,"CALLE ZARANDONA, MURCIA",ZARANDONA(CALLE) en MURCIA
CL,CALLE,ZENETA,EL PALMAR,"CALLE ZENETA, EL PALMAR",ZENETA(CALLE) en EL PALMAR
CL,CALLE,ZORRO,LLANO BRUJAS,"CALLE ZORRO, LLANO BRUJAS",ZORRO(CALLE) en LLANO BRUJAS
CL,CALLE,ZP-CH3-1,CHURRA,"CALLE ZP-CH3-1, CHURRA",ZP-CH3-1(CALLE) en CHURRA
CL,CALLE,ZP-CH3-3,CHURRA,"CALLE ZP-CH3-3, CHURRA",ZP-CH3-3(CALLE) en CHURRA
CL,CALLE,ZP-CH3-4,CHURRA,"CALLE ZP-CH3-4, CHURRA",ZP-CH3-4(CALLE) en CHURRA
CM,CAMINO,ACEQUIA BENIEL,ALQUERIAS,"CAMINO ACEQUIA BENIEL, ALQUERIAS",ACEQUIA BENIEL(CAMINO) en ALQUERIAS
CM,CAMINO,ACEQUIA BOLLO NORTE,ALQUERIAS,"CAMINO ACEQUIA BOLLO NORTE, ALQUERIAS",ACEQUIA BOLLO NORTE(CAMINO) en ALQUERIAS
CM,CAMINO,ACEQUIA BOLLO SUR,ALQUERIAS,"CAMINO ACEQUIA BOLLO SUR, ALQUERIAS",ACEQUIA BOLLO SUR(CAMINO) en ALQUERIAS
CM,CAMINO,ACEQUIA DE BARRERAS,JAVALI NUEVO,"CAMINO ACEQUIA DE BARRERAS, JAVALI NUEVO",ACEQUIA DE BARRERAS(CAMINO) en JAVALI NUEVO
CM,CAMINO,ACEQUIA DE LA SIERRA,EL PALMAR,"CAMINO ACEQUIA DE LA SIERRA, EL PALMAR",ACEQUIA DE LA SIERRA(CAMINO) en EL PALMAR
CM,CAMINO,ACEQUIA DEL CARACOL,CABEZO TORRES,"CAMINO ACEQUIA DEL CARACOL, CABEZO TORRES",ACEQUIA DEL CARACOL(CAMINO) en CABEZO TORRES
CM,CAMINO,ACEQUIA DEL TURBEDAL,NONDUERMAS,"CAMINO ACEQUIA DEL TURBEDAL, NONDUERMAS",ACEQUIA DEL TURBEDAL(CAMINO) en NONDUERMAS
CM,CAMINO,ACEQUIA PARRAS,ALQUERIAS,"CAMINO ACEQUIA PARRAS, ALQUERIAS",ACEQUIA PARRAS(CAMINO) en ALQUERIAS
CM,CAMINO,AGOSTOS,ALQUERIAS,"CAMINO AGOSTOS, ALQUERIAS",AGOSTOS(CAMINO) en ALQUERIAS
CM,CAMINO,AGRIDULCE,GUADALUPE,"CAMINO AGRIDULCE, GUADALUPE",AGRIDULCE(CAMINO) en GUADALUPE
CM,CAMINO,ALBADEL,MURCIA,"CAMINO ALBADEL, MURCIA",ALBADEL(CAMINO) en MURCIA
CM,CAMINO,ALBERTO JUAN SANCHEZ,ALQUERIAS,"CAMINO ALBERTO JUAN SANCHEZ, ALQUERIAS",ALBERTO JUAN SANCHEZ(CAMINO) en ALQUERIAS
CM,CAMINO,ALJIBE,SANGONERA SECA,"CAMINO ALJIBE, SANGONERA SECA",ALJIBE(CAMINO) en SANGONERA SECA
CM,CAMINO,ALMARCHAS,ALJUCER,"CAMINO ALMARCHAS, ALJUCER",ALMARCHAS(CAMINO) en ALJUCER
CM,CAMINO,ALMAZARA,BARQUEROS,"CAMINO ALMAZARA, BARQUEROS",ALMAZARA(CAMINO) en BARQUEROS
CM,CAMINO,ALMAZARA BLANCA,SANGONERA SECA,"CAMINO ALMAZARA BLANCA, SANGONERA SECA",ALMAZARA BLANCA(CAMINO) en SANGONERA SECA
CM,CAMINO,ALMENDROS,ESPARRAGAL,"CAMINO ALMENDROS, ESPARRAGAL",ALMENDROS(CAMINO) en ESPARRAGAL
CM,CAMINO,ALTO DE LAS ATALAYAS,CABEZO TORRES,"CAMINO ALTO DE LAS ATALAYAS, CABEZO TORRES",ALTO DE LAS ATALAYAS(CAMINO) en CABEZO TORRES
CM,CAMINO,AMOROSES,ALQUERIAS,"CAMINO AMOROSES, ALQUERIAS",AMOROSES(CAMINO) en ALQUERIAS
CM,CAMINO,ANDREU,ALQUERIAS,"CAMINO ANDREU, ALQUERIAS",ANDREU(CAMINO) en ALQUERIAS
CM,CAMINO,ANTONIO BERNAL,SANGONERA SECA,"CAMINO ANTONIO BERNAL, SANGONERA SECA",ANTONIO BERNAL(CAMINO) en SANGONERA SECA
CM,CAMINO,ANTONIO SALAZAR,SANGONERA SECA,"CAMINO ANTONIO SALAZAR, SANGONERA SECA",ANTONIO SALAZAR(CAMINO) en SANGONERA SECA
CM,CAMINO,ARCOS,VALLADOLISES,"CAMINO ARCOS, VALLADOLISES",ARCOS(CAMINO) en VALLADOLISES
CM,CAMINO,AURELIO ROMERO,JERON.-AVILESES,"CAMINO AURELIO ROMERO, JERON.-AVILESES",AURELIO ROMERO(CAMINO) en JERON.-AVILESES
CM,CAMINO,AURELIO ROMERO,SUCINA,"CAMINO AURELIO ROMERO, SUCINA",AURELIO ROMERO(CAMINO) en SUCINA
CM,CAMINO,BADEN DE COBATILLAS,SUCINA,"CAMINO BADEN DE COBATILLAS, SUCINA",BADEN DE COBATILLAS(CAMINO) en SUCINA
CM,CAMINO,BADEN,ERA ALTA,"CAMINO BADEN, ERA ALTA",BADEN(CAMINO) en ERA ALTA
CM,CAMINO,BALSA,EL PALMAR,"CAMINO BALSA, EL PALMAR",BALSA(CAMINO) en EL PALMAR
CM,CAMINO,BARCA DE LA,RAYA LA,"CAMINO BARCA DE LA, RAYA LA",BARCA DE LA(CAMINO) en RAYA LA
CM,CAMINO,BARCA SALAZAR,BENIAJAN,"CAMINO BARCA SALAZAR, BENIAJAN",BARCA SALAZAR(CAMINO) en BENIAJAN
CM,CAMINO,BARKIRIA,ALGEZARES,"CAMINO BARKIRIA, ALGEZARES",BARKIRIA(CAMINO) en ALGEZARES
CM,CAMINO,BARNUEVO,PUNTAL EL,"CAMINO BARNUEVO, PUNTAL EL",BARNUEVO(CAMINO) en PUNTAL EL
CM,CAMINO,BARRANCO BLANCO-TORREGUIL,SANGONERA SECA,"CAMINO BARRANCO BLANCO-TORREGUIL, SANGONERA SECA",BARRANCO BLANCO-TORREGUIL(CAMINO) en SANGONERA SECA
CM,CAMINO,BELMONTES,ZENETA,"CAMINO BELMONTES, ZENETA",BELMONTES(CAMINO) en ZENETA
CM,CAMINO,BENIALE,PUEBLA DE SOTO,"CAMINO BENIALE, PUEBLA DE SOTO",BENIALE(CAMINO) en PUEBLA DE SOTO
CM,CAMINO,BLASES DE LOS,MARTINEZ PUERTO,"CAMINO BLASES DE LOS, MARTINEZ PUERTO",BLASES DE LOS(CAMINO) en MARTINEZ PUERTO
CM,CAMINO,BLAS MORENO,BENIAJAN,"CAMINO BLAS MORENO, BENIAJAN",BLAS MORENO(CAMINO) en BENIAJAN
CM,CAMINO,BRAZAL LA MOTA,ALQUERIAS,"CAMINO BRAZAL LA MOTA, ALQUERIAS",BRAZAL LA MOTA(CAMINO) en ALQUERIAS
CM,CAMINO,BRAZAL NUEVO,ALQUERIAS,"CAMINO BRAZAL NUEVO, ALQUERIAS",BRAZAL NUEVO(CAMINO) en ALQUERIAS
CM,CAMINO,BRAZOS,ALGEZARES,"CAMINO BRAZOS, ALGEZARES",BRAZOS(CAMINO) en ALGEZARES
CM,CAMINO,CABECICO DEL REY,VALLADOLISES,"CAMINO CABECICO DEL REY, VALLADOLISES",CABECICO DEL REY(CAMINO) en VALLADOLISES
CM,CAMINO,CABECICOS,LLANO BRUJAS,"CAMINO CABECICOS, LLANO BRUJAS",CABECICOS(CAMINO) en LLANO BRUJAS
CM,CAMINO,CABEZO DEL ANGEL,JAVALI NUEVO,"CAMINO CABEZO DEL ANGEL, JAVALI NUEVO",CABEZO DEL ANGEL(CAMINO) en JAVALI NUEVO
CM,CAMINO,CABEZO NEGRO,SANGONERA SECA,"CAMINO CABEZO NEGRO, SANGONERA SECA",CABEZO NEGRO(CAMINO) en SANGONERA SECA
CM,CAMINO,CABILAS,ARBOLEJA LA,"CAMINO CABILAS, ARBOLEJA LA",CABILAS(CAMINO) en ARBOLEJA LA
CM,CAMINO,CAMINO VIEJO MONTEAGUDO,S.Y ZARAICHE,"CAMINO CAMINO VIEJO MONTEAGUDO, S.Y ZARAICHE",CAMINO VIEJO MONTEAGUDO(CAMINO) en S.Y ZARAICHE
CM,CAMINO,CAMPO DE FUTBOL,EL PALMAR,"CAMINO CAMPO DE FUTBOL, EL PALMAR",CAMPO DE FUTBOL(CAMINO) en EL PALMAR
CM,CAMINO,CAMPUZANO,MARTINEZ PUERTO,"CAMINO CAMPUZANO, MARTINEZ PUERTO",CAMPUZANO(CAMINO) en MARTINEZ PUERTO
CM,CAMINO,CANTERAS,CHURRA,"CAMINO CANTERAS, CHURRA",CANTERAS(CAMINO) en CHURRA
CM,CAMINO,CANTERAS,TORREAGUERA,"CAMINO CANTERAS, TORREAGUERA",CANTERAS(CAMINO) en TORREAGUERA
CM,CAMINO,CAPITOS,COBATILLAS,"CAMINO CAPITOS, COBATILLAS",CAPITOS(CAMINO) en COBATILLAS
CM,CAMINO,CARCANOX,ALQUERIAS,"CAMINO CARCANOX, ALQUERIAS",CARCANOX(CAMINO) en ALQUERIAS
CM,CAMINO,CARRETAS,ALBERCA LA,"CAMINO CARRETAS, ALBERCA LA",CARRETAS(CAMINO) en ALBERCA LA
CM,CAMINO,CARRIL ALARCONES,S.Y ZARAICHE,"CAMINO CARRIL ALARCONES, S.Y ZARAICHE",CARRIL ALARCONES(CAMINO) en S.Y ZARAICHE
CM,CAMINO,CARRIL ATOCHEROS,S.Y ZARAICHE,"CAMINO CARRIL ATOCHEROS, S.Y ZARAICHE",CARRIL ATOCHEROS(CAMINO) en S.Y ZARAICHE
CM,CAMINO,CARRIL JUANELES,S.Y ZARAICHE,"CAMINO CARRIL JUANELES, S.Y ZARAICHE",CARRIL JUANELES(CAMINO) en S.Y ZARAICHE
CM,CAMINO,CARRIL MIGALO,GARRES LOS,"CAMINO CARRIL MIGALO, GARRES LOS",CARRIL MIGALO(CAMINO) en GARRES LOS
CM,CAMINO,CARRIL PALMERAL,S.Y ZARAICHE,"CAMINO CARRIL PALMERAL, S.Y ZARAICHE",CARRIL PALMERAL(CAMINO) en S.Y ZARAICHE
CM,CAMINO,CARTUJOS,SANGONERA SECA,"CAMINO CARTUJOS, SANGONERA SECA",CARTUJOS(CAMINO) en SANGONERA SECA
CM,CAMINO,CASABLANCA,ALQUERIAS,"CAMINO CASABLANCA, ALQUERIAS",CASABLANCA(CAMINO) en ALQUERIAS
CM,CAMINO,CASAS LOS PINTADOS,VALLADOLISES,"CAMINO CASAS LOS PINTADOS, VALLADOLISES",CASAS LOS PINTADOS(CAMINO) en VALLADOLISES
CM,CAMINO,CASTELICHE,MONTEAGUDO,"CAMINO CASTELICHE, MONTEAGUDO",CASTELICHE(CAMINO) en MONTEAGUDO
CM,CAMINO,CASTILLO DE LARACHE,MONTEAGUDO,"CAMINO CASTILLO DE LARACHE, MONTEAGUDO",CASTILLO DE LARACHE(CAMINO) en MONTEAGUDO
CM,CAMINO,CATALAN,SANTA CRUZ,"CAMINO CATALAN, SANTA CRUZ",CATALAN(CAMINO) en SANTA CRUZ
CM,CAMINO,CATORCE - VALLE SOL,GEA Y TRUYOLS,"CAMINO CATORCE - VALLE SOL, GEA Y TRUYOLS",CATORCE - VALLE SOL(CAMINO) en GEA Y TRUYOLS
CM,CAMINO,CEMENTERIO,CORVERA,"CAMINO CEMENTERIO, CORVERA",CEMENTERIO(CAMINO) en CORVERA
CM,CAMINO,CEMENTERIO DEL,SANGONERA VERDE,"CAMINO CEMENTERIO DEL, SANGONERA VERDE",CEMENTERIO DEL(CAMINO) en SANGONERA VERDE
CM,CAMINO,CEMENTERIO,JAVALI NUEVO,"CAMINO CEMENTERIO, JAVALI NUEVO",CEMENTERIO(CAMINO) en JAVALI NUEVO
CM,CAMINO,CEMENTERIO,JAVALI VIEJO,"CAMINO CEMENTERIO, JAVALI VIEJO",CEMENTERIO(CAMINO) en JAVALI VIEJO
CM,CAMINO,CEMENTERIO,JERON.-AVILESES,"CAMINO CEMENTERIO, JERON.-AVILESES",CEMENTERIO(CAMINO) en JERON.-AVILESES
CM,CAMINO,CEMENTERIO,MARTINEZ PUERTO,"CAMINO CEMENTERIO, MARTINEZ PUERTO",CEMENTERIO(CAMINO) en MARTINEZ PUERTO
CM,CAMINO,CEMENTERIO,RAMOS LOS,"CAMINO CEMENTERIO, RAMOS LOS",CEMENTERIO(CAMINO) en RAMOS LOS
CM,CAMINO,CEMENTERIO,SANGONERA SECA,"CAMINO CEMENTERIO, SANGONERA SECA",CEMENTERIO(CAMINO) en SANGONERA SECA
CM,CAMINO,CERCA ABAJO,SUCINA,"CAMINO CERCA ABAJO, SUCINA",CERCA ABAJO(CAMINO) en SUCINA
CM,CAMINO,CHIQUITILLOS,ALQUERIAS,"CAMINO CHIQUITILLOS, ALQUERIAS",CHIQUITILLOS(CAMINO) en ALQUERIAS
CM,CAMINO,CHOCOROS,ALBATALIA LA,"CAMINO CHOCOROS, ALBATALIA LA",CHOCOROS(CAMINO) en ALBATALIA LA
CM,CAMINO,CIENTO DIECISEIS,GEA Y TRUYOLS,"CAMINO CIENTO DIECISEIS, GEA Y TRUYOLS",CIENTO DIECISEIS(CAMINO) en GEA Y TRUYOLS
CM,CAMINO,CINCUENTA - VALLE SOL,GEA Y TRUYOLS,"CAMINO CINCUENTA - VALLE SOL, GEA Y TRUYOLS",CINCUENTA - VALLE SOL(CAMINO) en GEA Y TRUYOLS
CM,CAMINO,CIUDAD DE EIO,SANGONERA SECA,"CAMINO CIUDAD DE EIO, SANGONERA SECA",CIUDAD DE EIO(CAMINO) en SANGONERA SECA
CM,CAMINO,CLARISAS,SANGONERA SECA,"CAMINO CLARISAS, SANGONERA SECA",CLARISAS(CAMINO) en SANGONERA SECA
CM,CAMINO,COMPUERTAS,SANGONERA VERDE,"CAMINO COMPUERTAS, SANGONERA VERDE",COMPUERTAS(CAMINO) en SANGONERA VERDE
CM,CAMINO,CONCEPCION ARENAL,SANGONERA SECA,"CAMINO CONCEPCION ARENAL, SANGONERA SECA",CONCEPCION ARENAL(CAMINO) en SANGONERA SECA
CM,CAMINO,CONDE DEL VALLE,SANGONERA SECA,"CAMINO CONDE DEL VALLE, SANGONERA SECA",CONDE DEL VALLE(CAMINO) en SANGONERA SECA
CM,CAMINO,CONDE TEODOMIRO,SANGONERA SECA,"CAMINO CONDE TEODOMIRO, SANGONERA SECA",CONDE TEODOMIRO(CAMINO) en SANGONERA SECA
CM,CAMINO,CORBALANES,BENIAJAN,"CAMINO CORBALANES, BENIAJAN",CORBALANES(CAMINO) en BENIAJAN
CM,CAMINO,CORRALES LOS,SUCINA,"CAMINO CORRALES LOS, SUCINA",CORRALES LOS(CAMINO) en SUCINA
CM,CAMINO,CORTIJO BLANCO,SANGONERA SECA,"CAMINO CORTIJO BLANCO, SANGONERA SECA",CORTIJO BLANCO(CAMINO) en SANGONERA SECA
CM,CAMINO,COTO DE LOS CUADRADOS,ESPARRAGAL,"CAMINO COTO DE LOS CUADRADOS, ESPARRAGAL",COTO DE LOS CUADRADOS(CAMINO) en ESPARRAGAL
CM,CAMINO,CUARENTA Y UNO,GEA Y TRUYOLS,"CAMINO CUARENTA Y UNO, GEA Y TRUYOLS",CUARENTA Y UNO(CAMINO) en GEA Y TRUYOLS
CM,CAMINO,CUARENTE Y CUATRO - VALLE,GEA Y TRUYOLS,"CAMINO CUARENTE Y CUATRO - VALLE, GEA Y TRUYOLS",CUARENTE Y CUATRO - VALLE(CAMINO) en GEA Y TRUYOLS
CM,CAMINO,CUATRO - VALLE SOL,GEA Y TRUYOLS,"CAMINO CUATRO - VALLE SOL, GEA Y TRUYOLS",CUATRO - VALLE SOL(CAMINO) en GEA Y TRUYOLS
CM,CAMINO,DE LA BATALLA,SANGONERA SECA,"CAMINO DE LA BATALLA, SANGONERA SECA",DE LA BATALLA(CAMINO) en SANGONERA SECA
CM,CAMINO,DE LA ERA,LLANO BRUJAS,"CAMINO DE LA ERA, LLANO BRUJAS",DE LA ERA(CAMINO) en LLANO BRUJAS
